activity_text,top_sdg,top_score,source_file
"A range of interventions were implemented throughout the year to increase perceptions of safety in Wollongong, Port Kembla and Dapto for women, girls and gender diverse people",5,0.99781285572052,NSW_Unknown_Urban_2024_alignment
"Council provides the internal audit function with direct and unrestricted Compliant access to staff, the audit, risk and improvement committee, and the information and resources necessary to undertake internal audit activities (section 216P of the Local Government (General) Regulation 2021)",11,0.73887867051363,NSW_Unknown_Urban_2024_alignment
"Ninety-six percent of the 10-year jobs target has been achieved within the first five years of Council’s Economic Development Strategy 2019-2029 The sectors with the largest job gains were health care and social assistance, construction, public administration and professional services The second Economic Insights Report was released in June, highlighting a range of economic data for the Wollongong Local Government Area (LGA) The monthly Economic Development business newsletter was sent to over 30,000 businesses across the LGA",8,0.913896096944809,NSW_Unknown_Urban_2024_alignment
On-Track GOAL 1 | WE VALUE AND PROTECT OUR ENVIRONMENT Emergency Management Responsibility Manager Infrastructure Strategy and Planning About this Service The service provides support in the planning and preparation for significant emergencies that may impact the safety and security of residents and visitors to the city,11,1.0,NSW_Unknown_Urban_2024_alignment
"Improvements in service delivery have been implemented and include electronic sign in for guests on arrival and the Microsoft teams phone system which allows calls to be answered at any park, providing greater customer service The review and approval of the Domestic Pets/Dogs Policy was completed with dogs/pets continuing to be allowed and remaining very popular at Corrimal Tourist Park",15,0.785163755218188,NSW_Unknown_Urban_2024_alignment
Educational posters containing a QR code were also developed and delivered to businesses selling swimming pool supplies and equipment The posters contained a QR code linked to Council's website where important information regarding swimming pool safety and compliance is available,6,0.907348438680172,NSW_Unknown_Urban_2024_alignment
"people, developed 12 episodes and weekly broadcasting by young Through Our Lens was launched with an exhibition celebrating International Women’s Day The images included young women and gender diverse young people with messages of strength and power",5,0.9960316568613052,NSW_Unknown_Urban_2024_alignment
"2024 Update Actions Status Comment Host six major events reflecting priority sectors and contribute to the acquisition and management of signature events Destination Wollongong supported 19 major events representing our key priority sectors including the World Darts Masters, Yours & Owls Festival, UniSport Australia Indigenous Nationals and the Tri the Gong Triathlon World Cup",17,0.7554044822851818,NSW_Unknown_Urban_2024_alignment
"Sector support was provided including coordination of the Wollongong Youth Network, sector training for youth workers and funding was provided for the Neighbourhood Youth Work Program",17,0.8139746387799581,NSW_Unknown_Urban_2024_alignment
"Furthermore, in December 2023, a Learning Management System (LMS) was implemented with the intention to develop mandatory training and provide access to learning opportunities for all staff via an accessible platform",4,0.9766986966133118,NSW_Unknown_Urban_2024_alignment
"Council staff have implemented a rehoming and adoption service for impounded companion animals and are trialling a foster care network Since the service commenced, 99 animals have been adopted",15,0.8587671766678493,NSW_Unknown_Urban_2024_alignment
"Operational service delivery GOAL 1 | WE VALUE AND PROTECT OUR ENVIRONMENT adjustments such as ""no mow zones"" were established on extreme and catastrophic forecasted fire days near bushfire prone areas",17,0.6684942543506622,NSW_Unknown_Urban_2024_alignment
"Through investment in local infrastructure including Crown Street footpath upgrades from Railway Parade to Gladstone Avenue, and Corrimal Street to Kembla Street, North Cycleway upgrades in Bulli and Woonona, continuing delivery of the Grand Pacific Walk in Clifton, and completion of the Cringila Link Cycleway, these projects have strengthened network connectivity of Council's active transport network",11,0.7979430592060089,NSW_Unknown_Urban_2024_alignment
"Sixty placement opportunities were provided through Council’s Work Experience and VET commenced with Council, including the engagement of a trainee via Elsa Dixon Employment Grant identify opportunities for students with disability to participate",4,0.9631961087385814,NSW_Unknown_Urban_2024_alignment
Community safety and access advice was provided on a range of Council projects The Language Aid Service continued to be delivered The service was expanded to include Vietnamese and Italian language aids,4,0.9226699074109396,NSW_Unknown_Urban_2024_alignment
Food Organics Garden Organics (FOGO) Hero's marketing campaign was developed and launched The FOGO Roadshow was conducted over five weeks across libraries in July and then two weeks in September across shopping centres The Plastic Free July event included Keira High School students doing a cleanup of Puckey's Estate focusing on microplastics and completing drone footage of 'Plastic Free Gong' on the beach spelt out with students themselves,12,0.9628924793004988,NSW_Unknown_Urban_2024_alignment
Deliver civic activities which recognise and celebrate the city’s people Council delivered over 14 civic events throughout the year to recognise and celebrate the city’s people,11,0.8305508173704147,NSW_Unknown_Urban_2024_alignment
Continued enhancements and support have been provided for automated NSW Environment Protection Authority reporting and whole of Council emissions reporting,7,0.6348010039329528,NSW_Unknown_Urban_2024_alignment
Some functions have been moved to Customer Service to allow for quicker resolution; this releases resources in operational teams to focus on delivery,9,0.7586616765856744,NSW_Unknown_Urban_2024_alignment
"A wide range of community engagement initiatives were delivered, sharing information with our community and listening to feedback, thoughts and ideas to inform decisions",17,0.9290574987729392,NSW_Unknown_Urban_2024_alignment
"Clifton Bushcare Bushland restoration Coledale Bushcare Sea cliff restoration Colvin Street Bushland restoration Compton Street Bushland restoration Compton St FiReady Asset Protection Zone maintenance Emperor Court Bushcare Bushland restoration Farmborough Waterfall Bushcare Bushland restoration Figtree Oval Bushcare Riparian restoration Friends of the Botanic Gardens Through active volunteering, the Friends foster community interest in the garden, promote the role of education in the garden, and support the development of the garden by raising funds for specific projects",15,0.9972403049468994,NSW_Unknown_Urban_2024_alignment
"Globe Lane was established as a vibrant Matilda’s Women’s World Cup Soccer Fan Zone and offered projected screenings of Matilda matches, music, and a festive ambience",5,0.7735981007814408,NSW_Unknown_Urban_2024_alignment
"On-Track Tours of access barriers for people who are blind and have low vision were provided by Guide Dogs NSW for Council officers in the Wollongong CBD The tours provided participants with an understanding of common access barriers related to streetscapes and activity centres As a result of the learnings, surface indicators were installed on the lower Crown Street crossing The Quiet Space was delivered at the New Years Eve and Australia Day events",11,0.8239324660301208,NSW_Unknown_Urban_2024_alignment
A full review of bushfire risk within the LGA and Council’s operational plan was completed in September 2023 and no additional APZs were recommended from the review,11,0.5829588899314404,NSW_Unknown_Urban_2024_alignment
"Crown Lands for authority to adopt The draft Plans of Management for Wollongong Foreshore Reserves and Hill 60, Port Kembla were endorsed and referred to DPE",15,0.876089741786321,NSW_Unknown_Urban_2024_alignment
A calendar of events to celebrate International Day of Persons with Disability was developed in partnership with Shellharbour City Council,3,0.4648713767528534,NSW_Unknown_Urban_2024_alignment
A quiet sensory space for young people has been created at Wollongong Youth Centre and accessible programs were provided to increase social connectedness and capacity of young people with disability,17,0.6975589692592621,NSW_Unknown_Urban_2024_alignment
"GOAL 1 | WE VALUE AND PROTECT OUR ENVIRONMENT Regulatory Compliance Responsibility Manager Regulation and Enforcement About this Service This service involves environment and development compliance, animal control and parking in accordance with statutory requirements and Council Policy Providing education programs and information to raise community awareness also forms part of this service",12,0.655323678702116,NSW_Unknown_Urban_2024_alignment
"Over the past two years, six new cycleways were constructed, delivering 3.2km of connections through joint funding by Wollongong City Council and NSW State Government",11,0.8180838345885276,NSW_Unknown_Urban_2024_alignment
A joint flyer was developed to promote the Community Recycling Centre and Community Recycling Stations will be inserted into the July Council rates notice,12,0.7749491310119629,NSW_Unknown_Urban_2024_alignment
"Additional support is provided by the platform Lifeworks App, which is underpinned by Council’s Employee Assistance Service provider, which includes free and confidential counselling services",9,0.7473650391300519,NSW_Unknown_Urban_2024_alignment
"On-Track Complete Social Infrastructure Feasibility Studies at Bong Bong Road, Yallah/Marshall Mount and Figtree Feasibility studies for planned community facilities at Yallah/Marshall Mount Town Centre have been completed",17,0.9104504187901816,NSW_Unknown_Urban_2024_alignment
Council has adopted an internal audit charter that is informed by the Compliant model internal audit charter approved by the Departmental Chief Executive of the Office of Local Government and the internal audit function operates in accordance with the charter (section 216O of the Local Government (General) Regulation 2021),11,0.7740829279422761,NSW_Unknown_Urban_2024_alignment
Council has endorsed the concept design for an all abilities Fifty families have joined the group with more on the waitlist,1,0.7711397695541382,WA_Unknown_Urban_2023_alignment
"To ensure robust risk management at all levels of planning and decision making, risks are assessed at the strategic, corporate, operational and project levels The City’s IPRF is also aligned to legislative requirements for local governments in Western Australia as per the Local Government (Administration) Regulations 1996",11,0.84204949426651,WA_Unknown_Urban_2023_alignment
"Ngala at the Girrawheen Hub The City collaborated with Ngala’s Parenting Connection WA team to lease the main foyer, office and meeting rooms at the Girrawheen Hub This has enabled Ngala to provide a range of services in Girrawheen and surrounding areas, including parenting sessions at the Girrawheen Hub for the local community",17,0.7576135297616323,WA_Unknown_Urban_2023_alignment
"We have adopted a Personal Information Privacy Policy to ensure that all reasonable steps are taken so that the collection, use, disclosure and handling of all personal information by the City aligns with relevant Australian Privacy Principles of the Privacy Act 1988 (Cth)",16,0.8339120799303055,WA_Unknown_Urban_2023_alignment
SPECIAL INTEREST / FOCUS AREAS ∙ Clear direction and decision making ∙ Strong and diverse local economy ∙ Advocate in line with community priorities ∙ Manage natural assets and resources ∙ Facilities and activities for all,17,1.0,WA_Unknown_Urban_2023_alignment
"Through the framework, we provide clear guidelines for the roles of the Council, Council members, the CEO and employees, ensuring that all responsibilities are properly allocated and discharged by those accountable",11,0.4367979780733585,WA_Unknown_Urban_2023_alignment
"Except for cash flow and rate setting information, the financial report has been prepared on the accrual basis and is based on historical costs, modified, where applicable, by the measurement at fair value of selected non-current assets, financial assets and liabilities These amendments have no material impact on the current annual financial report",17,0.5674001077810924,WA_Unknown_Urban_2023_alignment
"OUR VALUES OUR BUSINESS PRINCIPLES The values provide a foundation for the City, distinguish us and guide our actions to deliver results The City has four key principles, identified by key stakeholders through the development of the SCP, that serve as the foundation of our operational delivery",11,0.8193860816955566,WA_Unknown_Urban_2023_alignment
Action owners provides updates on their progress on a six-monthly basis and all progress and requests for closure are reviewed by the internal audit service providers and a report presented to the Audit and Risk Committee,17,0.5387661357720693,WA_Unknown_Urban_2023_alignment
"∙ Audit and Risk Committee ∙ Business and Tourism Advisory Group SPECIAL INTEREST / FOCUS AREAS ∙ Catalina Regional Council ∙ Plan, develop and activate employment locations ∙ Community Safety Working Group ∙ Develop to meet current need and future growth ∙ East Wanneroo Community Reference Group ∙ Clear direction and decision making ∙ Environmental Advisory Group ∙ Manage waste and its impacts ∙ Festival and Cultural Events Committee ∙ Bringing people together",12,0.9402642688155174,WA_Unknown_Urban_2023_alignment
"Provide transparency to our operations, enhance and protect our reputation and raise awareness of our activities Value to the stakeholder Provide content and stories that gauge community trends, including social, environmental and economic data",17,1.0,WA_Unknown_Urban_2023_alignment
Smart Cities Alkimos Central Town Centre The City collaborated with a company that holds substantial expertise in Smart Cities and also works in partnership with Development WA and Lendlease to advance Smart Cities initiatives for Alkimos Central Town Centre and Train Station Precinct The Alkimos Central Smart Cities Project will serve as the model for implementing smart city concepts throughout the City in collaboration with other important stakeholders,11,0.8402890843152999,WA_Unknown_Urban_2023_alignment
"Appointed to Audit & Risk Committee and Revenue Review Committee on 21/02/23 WORKING GROUPS At the first Council meeting after an election, Council members nominate for and are appointed to internal working groups and external committees, working/advisory groups and regional councils The following table lists all working groups, advisory groups and external committees to which Council members are appointed",8,0.4778869792819023,WA_Unknown_Urban_2023_alignment
"CEO Provides overall leadership to the organisation and oversees the strategic planning, policy and program development across all aspects of our operations The CEO is responsible for the system we work within, the support we provide to the elected Council and the implementation of Council decisions The Office of the CEO encompasses corporate governance, legal advice, advocacy and economic development",12,0.6763677732646466,WA_Unknown_Urban_2023_alignment
∙ provide leadership and guidance to the community ∙ facilitate communication between the community and the Council ∙ participate in local government decision,11,0.6249004396796226,WA_Unknown_Urban_2023_alignment
REVENUE REVIEW COMMITTEE The Revenue Review Committee provides advice and makes recommendations to the Council on sources of revenue and related policy,12,0.5133897280693054,WA_Unknown_Urban_2023_alignment
"Provide for local economic growth and opportunities for the community and wider population Value to the stakeholder Support for business investment, development and growth How we engage Economic development team, digital and social media, meetings (formal, briefings, networking), correspondence/advice, events, workshops, biennial business survey, and the Your Say page of the City’s website",17,1.0,WA_Unknown_Urban_2023_alignment
"How we engage Meetings (formal, briefings, networking), correspondence, legislative reporting, events, public relations, advocacy and lobbying, negotiations, projects and joint ventures",16,0.9221056842803954,WA_Unknown_Urban_2023_alignment
ECONOMIC UNCERTAINTY Cost of living pressures and continued interest rate rises have created economic uncertainty and the fear of a recession,17,0.7171805699666342,WA_Unknown_Urban_2023_alignment
"By empowering leadership at all levels, we enable a high-performing, innovative and future-focused organisation, capable of making a positive difference to all stakeholders The City’s workforce capability requirements are diverse and varied, with roles that span entry level administration and customer service through to professional roles",17,0.8946082989374797,WA_Unknown_Urban_2023_alignment
"We initially supported the playgroup to access a community centre, apply for funding, recruit new members and engage with professionals to provide direct support to the group",17,0.7130776345729828,WA_Unknown_Urban_2023_alignment
"We regularly engage with the community and other stakeholders and encourage participation by people who live in, work in, visit, or support the City The City has a community engagement framework that is based on an international best practice model and ensures that our community’s feedback and concerns are acknowledged, considered and available for decision making",11,0.8425706606507302,WA_Unknown_Urban_2023_alignment
"supports the Asset Management Strategy This document details the planned actions to improve practices in line with the objectives and intent of the strategy, including timeframes for achieving them",17,0.7312645514806112,WA_Unknown_Urban_2023_alignment
"TRAINING AND PROFESSIONAL DEVELOPMENT To enable Council members to develop and maintain skills and knowledge relevant to their roles as representatives of the City, Council members are encouraged to attend conferences, workshops, forums and training events",11,0.8432367460727691,WA_Unknown_Urban_2023_alignment
ALL ABILITIES PLAYGROUND Council has endorsed the concept design for an all-abilities playground planned for Riverlinks Park in Clarkson The City received a state government grant of $2.6 million to develop a playground that focuses on disability access,11,0.7474280114769936,WA_Unknown_Urban_2023_alignment
Middle lower: Cockman House was built by the first permanent European settlers in what is now the City of Wanneroo,17,0.4323631525039673,WA_Unknown_Urban_2023_alignment
"Emergency Services Levy ∙ Update of the Internal Audit Log The audit reviewed and assessed the internal controls in place relating specifically to the Emergency Services Levy, focusing on the design and operational effectiveness The audit also considered whether processes are consistent with relevant policies, legislation and better practice",3,0.6477304548025131,WA_Unknown_Urban_2023_alignment
Ink in the Lines The exhibition provided a unique platform for the Australian public to engage with the stories behind the tattoos of modern veterans and their families,16,0.7628701670964559,WA_Unknown_Urban_2023_alignment
"In this section we look at: OUR HERITAGE SPACES SUPPORT NEURODIVERSE AUDIENCES ∙ our major achievements and challenges for this year Wanneroo Regional Museum now has sensory backpacks available for public use The sensory backpacks, which are also available at Cockman House and Buckingham House, were developed with the support of the City of Wanneroo’s Disability, Access and Inclusion Reference Group and advice from the Spectrum Space Women’s Council",5,0.8415888112187386,WA_Unknown_Urban_2023_alignment
"GOAL 3: A vibrant, innovative City with local opportunities for work, business and investment The City’s organisational purpose articulates why we do what we do, why we exist and what our cause is This purpose statement provides a clear message about the expectations the City has in working towards achieving the vision for the future",17,0.9249991178512572,WA_Unknown_Urban_2023_alignment
SPECIAL INTEREST / FOCUS AREAS ∙ Valued public places and spaces ∙ Manage natural assets and resources ∙ Prepared and resilient ∙ Advocate in line with community priorities ∙ Understand our stakeholders and their needs SPECIAL INTEREST / FOCUS AREAS COUNCIL-APPOINTED MEMBERSHIP OF COMMITTEES / WORKING GROUPS / EXTERNAL ∙ Value the contribution of all people ∙ Facilities and activities for all ∙ Strong and diverse local economy ∙ Develop local jobs and skills ∙ Manage and protect local biodiversity,15,0.9405657351016998,WA_Unknown_Urban_2023_alignment
WASTE MANAGEMENT ADVISORY COMMITTEE The Terms of Reference for the Committee were reviewed and endorsed by the Council in March 2022 The Waste Management Advisory Committee provides advice to the Council and to the City’s representatives on the Mindarie Regional Council on matters relating to waste management in the City,12,0.9889983838796615,WA_Unknown_Urban_2023_alignment
"FRAGOLA PARK, LANDSDALE To make sure the main soccer field was up to professional match standards, the City improved the floodlighting by installing 500-lux lights This project cost $2.7 million and was funded by the State Government’s WA Recovery Plan, along with a $126,000 contribution from the City",11,0.7725166216492653,WA_Unknown_Urban_2023_alignment
"∙ Hainsworth Youth Centre ∙ Wanneroo Youth Centre ∙ Clarkson Youth Hub and Butler Community Centre ∙ Yanchep Youth Centre During this financial year the Clarkson Youth Hub has undergone refurbishment The upgrades were jointly funded by the Australian Government’s Local Roads and Community Infrastructure Program, Lotterywest and the City While the refurbishment has been underway, the Clarkson youth program was delivered at Butler Community Centre, along with outreach activities at the Clarkson Skate Park",17,0.7642605404059093,WA_Unknown_Urban_2023_alignment
"MONTH LESSEE LOCATION Wanneroo Amateur Boxing Club inc. Portion Lot 502 (349K) Scenic Drive, Wanneroo Scouts Association of Australia, Western Australia Branch (Inc) (Scouts WA) Portion Lot 502 (349K) Scenic Drive, Wanneroo Scouts Association of Australia, Western Australia Branch (Inc) (Scouts WA) Lot 1 (76) Ashley Road, Tapping (Agreement for Lease) Avivo Live Life (inc.) Portion Lot 156 (23) Civic Drive, Wanneroo (Extension of Lease) MONTH LESSEE LOCATION Minister for Education Portion Lot 11169 (8) Aylesford Drive, Marangaroo (Licence) Optus Mobile Pty Ltd & Australian Tower Network Pty Ltd Portion Lot 12302 (1204) Wanneroo Road, Ashby Girrawheen Community Garden (inc.) Portion Lot 6 (11) Patrick Court, Girrawheen Olympic Kingsway Sports Club Portion Lot 555 (100) Kingsway, Madeley (CS04-11/21) Department of Communities Portion Lot 800 (46) Highclere Boulevard, Marangaroo Ocean Springs Pty Ltd as bare trustee for the Butler Joint Venture Storage Area, 100 Aurora Esplanade, Jindalee Yanchep Surf Life Saving Club (Inc) Portion Lot 520 (5) Brazier Road, Yanchep Wildflower Society of Western Australia inc. Portion Lot 555 (100) Kingsway, Madeley (Agreement for Lease) LAND TRANSACTIONS (APPROVED) The following land transactions in 2022/23 (leases, unless otherwise indicated) were approved by Council",11,0.7682527890205384,WA_Unknown_Urban_2023_alignment
"Delayed (ongoing) Public Records Office Victoria (PROV): Fair access policy A History of Serviceton (recording) In February 2024, Council approved the Sport and Recreation Fair Access Policy The Fair Access Policy seeks to address known barriers experienced by women and girls in accessing and using community sports infrastructure The policy aims to progressively build capacity and capabilities of West Wimmera Shire Council in the identification, and elimination of systemic causes of gender inequality in policy, programs, communications, and delivery of services in relation to community sports infrastructure The policy will be used for all future active recreation and sporting infrastructure projects, including major and community grant applications",5,0.9867289030551912,VIC_Unknown__2024_alignment
A wide range of community groups also provide social and recreational opportunities for residents and help increase the strong sense of community,11,0.7299067426919938,VIC_Unknown__2024_alignment
4.2.3 Regularly provide information to the community via the website and other channels to ensure Council’s program and activities enjoy a high level of awareness,11,0.7928322536349297,VIC_Unknown__2024_alignment
"Government Visitors Throughout 2023/24, West Wimmera Shire Council provided communications and engagement support for many projects across all areas of the Council",11,0.6456206420660019,VIC_Unknown__2024_alignment
Council’s current assets of $8.821 million provide a fair capacity to meet our current liabilities of $6.450 million and demonstrate a balanced current ration of 1.4X,11,0.3960657790601253,VIC_Unknown__2024_alignment
2.4.4 Review Local Law to assist business opportunities in the shire and ensure the safety and amenities of our towns are preserved,11,0.6329980933666229,VIC_Unknown__2024_alignment
"Wimmera Community Profile The data set has previously been provided by Wimmera Primary Care Partnership, who have now joined the Grampians Region Public Health Unit within Grampians Health",3,1.0,VIC_Unknown__2024_alignment
"Delivered meals (Meals on Wheels) All service contracts entered into or purchases over $150,000 in the 2023/24 financial year went through the competitive process in accordance with section and the West Wimmera Shire Council Procurement Policy.",2,0.8860473683476449,VIC_Unknown__2024_alignment
BUSINESS GRANTS The Business Assistance and Business Streetscape grants continue to deliver on Council’s commitment to support local businesses with five successful streetscape grant applications during 2023/24,11,0.8297825454473495,VIC_Unknown__2024_alignment
"1.7.5 Partner with Wimmera Development Association (WDA) to implement a livability framework to connect our community and to help develop a region that thrives in social, economic, and environmental aspects",17,1.0,VIC_Unknown__2024_alignment
"Over the past 12 months, Council has built a framework around community grants using data collected from the independent review into our grants process along with the recommendations from the VAGO performance audit that ensures all grants are received and assessed in line with good governance against conflicts of interest This framework utilises the software program SmartyGrants, which is a program used by many councils in Victoria to manage their grant program",9,0.667997366408507,VIC_Unknown__2024_alignment
"Five goals have been identified as the focus for Council and community activity to achieve the vision: The Council Plan has been developed in accordance with relevant legislation and reflects the outcomes of consultation with the local community and other key stakeholders over the past year The plan is a roadmap for West Wimmera Shire Council, outlining where we are heading and what we all need to do to get there The Council Plan:",11,0.7715561233758925,VIC_Unknown__2024_alignment
"Road Management Act Ministerial Direction In accordance with section 22 of the Road Management Act 2004, a council must publish a copy or summary of any ministerial direction in its Annual Report",11,0.7725683692097663,VIC_Unknown__2024_alignment
"Council volunteers are involved in delivering Meals on Wheels in Edenhope, Apsley and Kaniva This is a vital service our volunteers provide to the community",12,0.5656213518977166,VIC_Unknown__2024_alignment
"Through diverse and localised management ar­ rangements, we empower local communities to take ownership of their recreational spaces.” Department of Premier and Cabinet (DPC): Serviceton Silo Art",17,0.7245949904123943,VIC_Unknown__2024_alignment
"West Wimmera Shire Council policies are reviewed regularly in accordance with a rolling review schedule The review includes compliance with relevant legislation, removal of any procedural items and tailoring of policies to current activities and reformatting to current template styles As policies are reviewed and endorsed by Council, they are uploaded onto Council’s website where public access is available",11,0.5577171296477318,VIC_Unknown__2024_alignment
"Photo: Dergholm Pub before and after 2023/24 all completed projects insights Photo: Harrow’s Johnny Mullagh Caravan Park Cabin REGIONAL CABINS PROJECT KANIVA OFFICE UPGRADE The Regional Cabins Project involves caravan parks across West Wimmera Shire Council receiving new cabins, in a bid to boost accommodation offerings for tourists across the region This project is progressing well, with Kaniva Poolside Caravan Park’s two cabins now open to the public",17,0.6986613571643829,VIC_Unknown__2024_alignment
"We have improved accessibility and legibility in promotional assets, materials, and signage by incorporating QR codes, considering font size, and using high-contrast text and colouring The Social and Health Impact Assessment Working Group reviewed and provided feedback on 18 development assessment applications, 8 scoping proposals, 2 planning environmental impact statement, and 1 set of flood controls to ensure the integration of accessibility considerations into plans The Learning and Development team provide internal and external facilitators with the necessary information to make reasonable adjustments for staff living with disability",11,1.0,NSW_Unknown_Urban_2023_alignment
A dedicated Grants Officer was appointed to improve efficiency and effectiveness in obtaining and administering grants that align with our strategic priorities.,17,0.6549212833245596,NSW_Unknown_Urban_2023_alignment
"A dedicated Business Improvement Officer was appointed as an important first step in establishing our approach to, and roll-out of, formal service reviews.",12,0.7420901310443878,NSW_Unknown_Urban_2023_alignment
"Staff awareness and training Staff training Yet to be developed Staff training to be programmed Awareness of Council’s policy and expectations Yet to be actioned Code of conduct extended to volunteers, contractors/suppliers and members of advisory committees",8,0.6879585159632067,NSW_Unknown_Urban_2023_alignment
"In celebration of International Men’s Day, Wollondilly Community Men’s Sheds (WOLCOMS) officially launched and screened a short film: BLOKES The film showcased the diversity and inclusion of the local Men’s Sheds of Wollondilly where blokes come together, share information and have a chat.",5,0.878633871436119,NSW_Unknown_Urban_2023_alignment
We have delivered a significant reform to our rating system that makes it fairer for all our residents and sets us up for the growth ahead.,17,0.7179620365301769,NSW_Unknown_Urban_2023_alignment
"Council reviews the value of these assets against quoted prices for the gross replacement cost of similar assets and by taking account of the pattern of consumption, the remaining useful life and residual value are able to be estimated",12,0.8486512696743012,NSW_Unknown_Urban_2023_alignment
Yet to be actioned Renewable energy (solar panels) Supplier Code of Conduct Current code of conduct fit for purpose Self-assessment questionnaire and risk assessment of suppliers to be developed where not using LGP contracts Contract KPIs in relation to modern slavery in place KPI measurement Too early to measure,7,0.9937518280744552,NSW_Unknown_Urban_2023_alignment
"Council engages two (2) dedicated Animal Control Officers who are primarily responsible for managing straying animals, fielding complaints regarding dog attacks, nuisance dog behaviours and management of feral cats These officers also are responsible for the maintenance of the dedicated Animals Shelter and the care and control of the Companion Animals impounded",15,0.9145552217960358,NSW_Unknown_Urban_2023_alignment
"A series of free school holiday programs were delivered with specialist support services at each activity to provide information, referrals and resources to our young people.",4,0.9127274254957836,NSW_Unknown_Urban_2023_alignment
"We completed the construction of Koala Crossing in Barwell Avenue, Kurrulta Park, upgraded the road humps in Holland Street, Thebarton and began the installation of speed humps in Elizabeth Street, Torrensville",11,0.6351757959723473,SA_Unknown__2023_alignment
"Significant accounting policies (continued) At the end of each annual reporting period, the depreciation method, useful life and residual value of each asset is reviewed by the Project Director in consultation with the Board's Asset Consultant",17,0.5943011740843456,SA_Unknown__2023_alignment
Upgrade of the Daly Street Bridge was completed in September 2021 After OperaƟon of the wetland Normal rain events These higher ﬂows will travel along the vegetated high ﬂow bypass channel to the outlet culvert,17,0.6535523136456808,SA_Unknown__2023_alignment
"Recognising the need for flexibility and to help manage the cost of living, Council will also implement a direct debit solution for ratepayers allowing payments can be tailored to individual circumstances This offers personal flexibility with the ability for ratepayers to self-manage payments based on individual circumstances",1,0.6241237115859986,SA_Unknown__2023_alignment
"to support positive health and wellbeing of our community by facilitating opportunities that build climate change resilience, particularly for our vulnerable community.",13,0.99099894374609,SA_Unknown__2023_alignment
"Public Interest Disclosure The Public Interest Disclosure Act 2018 protects people who disclose information about serious wrong doing within the South Australian public sector, including local government The City of West Torrens does not tolerate improper conduct by its employees, officers or Elected Members, or the use of reprisals against those who disclose such conduct",16,0.8942548123002052,SA_Unknown__2023_alignment
"In addition, the Board's Asset Capitalisation Policy is reviewed every 2 years, with the last review undertaken in June 2023",17,0.5525866150856018,SA_Unknown__2023_alignment
"Community planting events We introduced 2 new rebates to enhance the greening and cooling of West Torrens The Tree Incentive Rebates provided financial assistance for people to plant a shady tree to help cool their property while also improving local amenity and habitat for wildlife The Significant and Regulated Tree Rebate program provided financial assistance to maintain and protect these trees, which play an important role in our community and often have cultural and historical value",15,0.9422524273395538,SA_Unknown__2023_alignment
"1 July 30 June 100% The Dog and Cat Management Plan was endorsed by Council on 21 February 2023 The plan was subsequently submitted to the Dog and Cat Management Board for approval, which was received on 7 March 2023 The Board advised that the plan had been approved for 5 years and could come into effect immediately",15,0.8847429404656093,SA_Unknown__2023_alignment
"More generally, he has overseen significant capital works programs that have given light to the Thebarton Community Centre, the Camden Oval precinct upgrade, the Lockleys Oval upgrade and the Weigall Oval Reserve upgrade",17,0.8329427242279053,SA_Unknown__2023_alignment
1 July 30 March 100% The final Waste Management Strategy and report was endorsed by Council on 21 February 2023,12,0.994528931081295,SA_Unknown__2023_alignment
"We also completed the LATM study for the Kurralta Park/Marleston precinct area The framework will inform our overarching Strategic Asset Management Plan, which considers all asset classes and determines priorities The coming year We will be undertaking a range of road reconstructions, investing more funding for the upgrading of street lights to LED and further work on stormwater management",17,0.8864938219388326,SA_Unknown__2023_alignment
"We support jobs, businesses and industries to generate local economic growth and activity Percentage complete as Key projects Start date End date Comments Strategic objective",17,1.0,SA_Unknown__2023_alignment
"our city West Torrens is an appealing metropolitan location as it is close to the Adelaide Central Business District (CBD) and the city’s coastline It provides retail, industrial and service opportunities that contribute to a vibrant employment sector",11,0.9552661706209185,SA_Unknown__2023_alignment
"Works recently completed, or currently underway, involve the removal of weeds and exotic trees from the channel and its revegetation with local and native species that improve canopy cover, habitat values and biodiversity",15,0.9896691739559174,SA_Unknown__2023_alignment
"Following the November 2022 Local Government elections, Council established 4 Standing Committees (being committees comprising all Elected Members and known as ‘committees to the conclusion of the November 2026 Local Government periodic elections",11,0.7802260476946831,SA_Unknown__2023_alignment
Establish a Youth Advisory Committee to focus on how we can help youth in West Torrens and what they see as the role of Council.,8,0.5156133155028026,SA_Unknown__2023_alignment
"Regular Auslan story times for children and a monthly ‘Sign Squad’ group for young people to learn Auslan were also established at the Hamra Centre Library As a favoured sporting hub, the Lockleys Oval Sporting Facility saw a 71% increase in hours used, with 31 community groups utilising its 2 meeting rooms for 292 hours",4,0.8961369097232819,SA_Unknown__2023_alignment
1 July December 100% The Transport Strategy was adopted by Council on 16 August 2022 and is available on Council's website,11,0.8353653701543807,SA_Unknown__2023_alignment
"Stage one of the upgrade and improvement to open space areas at Richmond Oval were completed this year, with the addition of a play space, recreation space and public facilities",11,0.6735862645804882,SA_Unknown__2023_alignment
Procurement will also be releasing a RFQ for the Professional Services and Consultancy Panel as the current panel arrangement is due to expire in December 2023,17,0.7569786409536998,SA_Unknown__2023_alignment
Supporting our community-facing workforce Our team developed and/or supported the take-up of initiatives for our workforce and our community including:,17,0.9402092297871908,SA_Unknown__2023_alignment
